Millis,ID,B0,B1,B2,B3,B4,B5,B6,B7
93028,513,0,0,0,0,,,,
93029,512,0,0,0,0,,,,
93031,500,4,,,,,,,
93036,54c,0b,c0,0,0c,90,0,,
93037,504,0,1a,1,,,,,
93040,540,7,90,0,0c,b0,0,,
93042,500,4,,,,,,,
93044,534,45,8,,,,,,
93048,508,0,0,9e,0,3,,,
93048,509,a7,5,f5,1,61,3,,
93048,504,0,1a,1,,,,,
93048,538,0,0,aa,2,aa,2,0a,2
93051,544,0a,90,0,7,10,5,,
93052,520,0,9,5,5,3,5,5,4
93052,548,0f,d0,0,78,c0,0,,
93054,500,4,,,,,,,
93054,513,0,0,0,0,,,,
93055,512,0,0,0,0,,,,
93059,504,0,1a,1,,,,,
93060,524,0,0,0,0,5,0,5,9
93064,500,4,,,,,,,
93066,534,46,8,,,,,,
93067,50c,f5,5,1,,,,,
93070,504,0,1a,1,,,,,
93075,500,4,,,,,,,
93080,513,0,0,0,0,,,,
93081,512,0,0,0,0,,,,
93081,504,0,1a,1,,,,,
93085,564,17,,,,,,,
93086,500,4,,,,,,,
93087,534,45,8,,,,,,
93088,54c,0b,c0,0,0c,90,0,,
93088,52c,0,,,,,,,
93091,510,78,5,0,,,,,
93091,540,7,90,0,0c,b0,0,,
93092,504,0,1a,1,,,,,
93093,550,17,17,17,0,,,,
93096,514,0,4,0,,,,,
93099,500,4,,,,,,,
93099,508,0,0,9e,0,3,,,
93099,509,ad,5,f4,1,61,3,,
93099,538,0,0,aa,2,aa,2,0a,2
93102,544,0a,90,0,8,10,5,,
93103,504,0,1a,1,,,,,
93103,570,18,,,,,,,
93104,520,0,9,5,5,3,5,5,4
93104,548,0f,d0,0,95,c0,0,,
93106,513,0,0,0,0,,,,
93109,512,0,0,0,0,,,,
93109,500,4,,,,,,,
93109,534,45,8,,,,,,
93112,524,0,0,0,0,5,0,5,9
93112,528,0,,,,,,,
93114,504,0,1a,1,,,,,
93118,50c,f5,5,1,,,,,
93119,500,4,,,,,,,
93123,568,18,,,,,,,
93125,504,0,1a,1,,,,,
93130,500,4,,,,,,,
93130,56c,18,,,,,,,
93131,534,45,8,,,,,,
93132,513,0,0,0,0,,,,
93133,512,0,0,0,0,,,,
93136,504,0,1a,1,,,,,
93139,54c,0c,c0,0,0c,90,0,,
93141,500,4,,,,,,,
93143,540,7,90,0,0c,b0,0,,
93147,504,0,1a,1,,,,,
93149,55c,18,,,,,,,
93150,538,0,0,aa,2,aa,2,0a,2
93150,509,ab,5,f5,1,61,3,,
93150,508,0,0,9e,0,3,,,
93151,534,45,8,,,,,,
93152,500,4,,,,,,,
93154,544,0a,90,0,8,0,5,,
93154,520,0,9,5,5,3,5,5,4
93155,548,0f,c0,0,98,c0,0,,
93158,504,0,1a,1,,,,,
93160,513,0,0,0,0,,,,
93161,512,0,0,0,0,,,,
93164,500,4,,,,,,,
93164,524,0,0,0,0,5,0,5,9
93169,50c,f6,5,1,,,,,
93169,504,0,1a,1,,,,,
93170,554,0,0,0,0,,,,
93173,534,45,8,,,,,,
93174,500,4,,,,,,,
93180,504,0,1a,1,,,,,
93184,513,0,0,0,0,,,,
93185,512,0,0,0,0,,,,
93185,500,4,,,,,,,
93185,564,17,,,,,,,
93188,560,17,,,,,,,
93190,54c,0c,c0,0,0c,90,0,,
93190,52c,0,,,,,,,
93191,504,0,1a,1,,,,,
93193,510,78,5,0,,,,,
93195,540,8,a0,0,0c,b0,0,,
93197,534,46,8,,,,,,
93197,500,4,,,,,,,
93197,514,0,4,0,,,,,
93201,538,0,0,aa,2,aa,2,0a,2
93201,509,ad,5,f4,1,61,3,,
93201,508,0,0,9d,0,3,,,
93202,504,0,1a,1,,,,,
93204,544,0a,90,0,8,10,5,,
93206,520,0,9,5,5,3,5,5,4
93207,548,0f,d0,0,92,c0,0,,
93209,500,4,,,,,,,
93210,513,0,0,0,0,,,,
93211,512,0,0,0,0,,,,
93212,528,0,,,,,,,
93213,504,0,1a,1,,,,,
93215,534,45,8,,,,,,
93216,524,0,0,0,0,5,0,5,9
93218,500,4,,,,,,,
93220,50c,f4,5,1,,,,,
93224,504,0,1a,1,,,,,
93229,500,4,,,,,,,
93235,504,0,1a,1,,,,,
93236,513,0,0,0,0,,,,
93237,512,0,0,0,0,,,,
93238,534,45,8,,,,,,
93240,500,4,,,,,,,
93242,54c,0c,c0,0,0c,90,0,,
93246,540,7,90,0,0c,b0,0,,
93246,504,0,1a,1,,,,,
93251,500,4,,,,,,,
93253,508,0,0,9e,0,3,,,
93254,509,ab,5,f5,1,61,3,,
93254,538,0,0,aa,2,aa,2,0a,2
93256,544,0a,90,0,7,0,5,,
93257,520,0,9,5,5,3,5,5,4
93257,504,0,1a,1,,,,,
93258,534,46,8,,,,,,
93259,548,0f,d0,0,92,c0,0,,
93262,500,4,,,,,,,
93262,513,0,0,0,0,,,,
93265,512,0,0,0,0,,,,
93268,524,0,0,0,0,5,0,5,9
93268,504,0,1a,1,,,,,
93271,50c,f9,5,1,,,,,
93273,500,4,,,,,,,
93279,504,0,1a,1,,,,,
93280,534,44,8,,,,,,
93284,500,4,,,,,,,
93286,564,17,,,,,,,
93288,513,0,0,0,0,,,,
93291,512,0,0,0,0,,,,
93291,504,0,1a,1,,,,,
93292,52c,0,,,,,,,
93294,550,17,17,17,0,,,,
93294,510,78,5,0,,,,,
93295,54c,0c,c0,0,0c,90,0,,
93295,500,4,,,,,,,
93298,540,7,90,0,0c,b0,0,,
93298,514,0,4,0,,,,,
93301,504,0,1a,1,,,,,
93303,534,45,8,,,,,,
93303,508,0,0,9e,0,3,,,
93304,509,ad,5,f4,1,60,3,,
93304,538,0,0,aa,2,aa,2,0a,2
93304,570,18,,,,,,,
93306,500,4,,,,,,,
93306,544,0a,90,0,7,0,5,,
93309,520,0,9,5,5,3,5,5,4
93311,548,0e,d0,0,9b,c0,0,,
93312,504,0,1a,1,,,,,
93315,528,0,,,,,,,
93315,513,0,0,0,0,,,,
93315,512,0,0,0,0,,,,
93317,500,4,,,,,,,
93319,524,0,0,0,0,5,0,5,9
93322,50c,f7,5,1,,,,,
93322,534,47,8,,,,,,
93323,504,0,1a,1,,,,,
93324,568,18,,,,,,,
93328,500,4,,,,,,,
93331,56c,18,,,,,,,
93334,504,0,1a,1,,,,,
93339,500,4,,,,,,,
93340,513,0,0,0,0,,,,
93341,512,0,0,0,0,,,,
93344,534,45,8,,,,,,
93345,504,0,1a,1,,,,,
93347,54c,0b,c0,0,0c,90,0,,
93348,540,7,90,0,0c,b0,0,,
93350,500,4,,,,,,,
93352,55c,18,,,,,,,
93354,508,0,0,9e,0,3,,,
93354,509,ac,5,f5,1,60,3,,
93354,538,0,0,aa,2,aa,2,0a,2
93356,504,0,1a,1,,,,,
93358,544,0a,90,0,8,10,5,,
93359,520,0,9,5,5,3,5,5,4
93361,500,4,,,,,,,
93363,548,0f,d0,0,8c,c0,0,,
93366,534,44,8,,,,,,
93368,513,0,0,0,0,,,,
93368,512,0,0,0,0,,,,
93368,504,0,1a,1,,,,,
93371,554,0,0,0,0,,,,
93371,524,0,0,0,0,5,0,5,9
93372,500,4,,,,,,,
93373,50c,f6,5,1,,,,,
93378,504,0,1a,1,,,,,
93383,500,4,,,,,,,
93387,534,49,8,,,,,,
93390,564,17,,,,,,,
93390,560,17,,,,,,,
93390,504,0,1a,1,,,,,
93392,513,0,0,0,0,,,,
93393,52c,0,,,,,,,
93393,512,0,0,0,0,,,,
93394,500,4,,,,,,,
93395,510,78,5,0,,,,,
93398,54c,0c,c0,0,0c,90,0,,
93399,514,0,4,0,,,,,
93402,540,7,90,0,0c,b0,0,,
93402,504,0,1a,1,,,,,
93405,500,4,,,,,,,
93405,508,0,0,9e,0,3,,,
93406,509,ae,5,f5,1,60,3,,
93406,538,0,0,aa,2,aa,2,0a,2
93409,544,0a,90,0,8,10,5,,
93409,534,44,8,,,,,,
93410,520,0,9,5,5,3,5,5,4
93411,504,0,1a,1,,,,,
93415,548,0f,d0,0,9d,c0,0,,
93416,500,4,,,,,,,
93416,528,0,,,,,,,
93418,513,0,0,0,0,,,,
93419,512,0,0,0,0,,,,
93422,504,0,1a,1,,,,,
93422,524,0,0,0,0,5,0,5,9
93424,50c,ec,5,1,,,,,
93427,500,4,,,,,,,
93431,534,45,8,,,,,,
93433,504,0,3b,1,,,,,
93438,500,4,,,,,,,
93444,504,0,5f,1,,,,,
93444,513,0,0,0,0,,,,
93445,512,0,0,0,0,,,,
93449,500,4,,,,,,,
93449,54c,0b,c0,0,0c,90,0,,
93451,540,7,a0,0,0c,b0,0,,
93451,534,4d,8,,,,,,
93455,504,0,76,1,,,,,
93457,508,0,0,9e,0,3,,,
93457,509,ab,5,f5,1,60,3,,
93458,538,0,0,aa,2,aa,2,0a,2
93459,500,4,,,,,,,
93461,544,0a,90,0,8,0,5,,
93462,520,0,9,5,5,3,5,5,4
93466,548,0e,c0,0,97,c0,0,,
93466,504,0,8d,1,,,,,
93470,513,0,0,0,0,,,,
93470,500,4,,,,,,,
93473,512,0,0,0,0,,,,
93473,534,44,8,,,,,,
93473,524,0,0,0,0,5,0,5,9
93475,50c,ee,5,1,,,,,
93477,504,0,aa,1,,,,,
93481,500,4,,,,,,,
93488,504,0,c8,1,,,,,
93488,564,17,,,,,,,
93493,500,4,,,,,,,
93495,550,17,17,17,0,,,,
93497,534,43,8,,,,,,
93497,52c,0,,,,,,,
93497,513,0,0,0,0,,,,
93497,512,0,0,0,0,,,,
93497,510,72,5,0,,,,,
93499,504,0,e4,1,,,,,
93500,514,0,4,0,,,,,
93501,54c,0c,80,1,0c,90,0,,
93503,540,7,a0,0,0c,b0,0,,
93504,500,4,,,,,,,
93506,570,18,,,,,,,
93507,508,0,0,9e,0,3,,,
93507,509,ae,5,f4,1,5e,3,,
93507,538,0,0,aa,2,aa,2,9,2
93510,504,0,ff,1,,,,,
93511,544,0a,90,0,8,0,5,,
93514,520,0,9,5,5,3,5,5,4
93514,500,4,,,,,,,
93515,534,42,8,,,,,,
93516,528,0,,,,,,,
93519,548,0f,d0,0,97,c0,0,,
93521,504,0,22,2,,,,,
93522,513,0,0,0,0,,,,
93523,512,0,0,0,0,,,,
93525,568,18,,,,,,,
93525,524,0,0,0,0,5,0,5,9
93525,500,4,,,,,,,
93526,50c,f2,5,1,,,,,
93532,504,0,47,2,,,,,
93532,56c,18,,,,,,,
93536,500,4,,,,,,,
93538,534,41,8,,,,,,
93543,504,0,77,2,,,,,
93548,500,4,,,,,,,
93548,513,0,0,0,0,,,,
93549,512,0,0,0,0,,,,
93551,55c,18,,,,,,,
93553,54c,0c,b0,3,0c,90,0,,
93554,504,0,bd,2,,,,,
93554,540,7,90,0,0c,b0,0,,
93558,508,0,0,9e,0,3,,,
93558,509,ac,5,f5,1,5e,3,,
93558,538,0,0,aa,2,aa,2,9,2
93559,500,4,,,,,,,
93560,534,41,8,,,,,,
93562,544,0a,90,0,8,10,5,,
93565,504,0,12,3,,,,,
93565,520,0,9,5,5,3,5,5,4
93569,500,4,,,,,,,
93569,548,0f,d0,0,91,c0,0,,
93573,554,0,0,0,0,,,,
93574,513,0,0,0,0,,,,
93575,512,0,0,0,0,,,,
93576,504,0,92,3,,,,,
93577,524,0,0,0,0,5,0,5,9
93577,50c,ee,5,1,,,,,
93580,534,3c,8,,,,,,
93580,500,4,,,,,,,
93587,504,0,3c,4,,,,,
93589,564,17,,,,,,,
93592,560,17,,,,,,,
93592,500,4,,,,,,,
93596,52c,0,,,,,,,
93598,510,67,6,0,,,,,
93598,504,0,d1,4,,,,,
93600,513,0,0,0,0,,,,
93601,512,0,0,0,0,,,,
93602,514,0,4,0,,,,,
93602,534,38,8,,,,,,
93603,500,4,,,,,,,
93605,54c,0c,20,6,0c,90,0,,
93606,540,8,a0,0,0c,b0,0,,
93609,508,0,0,9e,0,3,,,
93609,509,ae,5,f4,1,5c,3,,
93609,504,0,75,5,,,,,
93609,538,0,0,aa,2,aa,2,8,2
93613,500,4,,,,,,,
93614,544,0a,90,0,7,10,5,,
93617,528,0,,,,,,,
93617,520,0,9,5,5,3,5,5,4
93620,504,0,fe,5,,,,,
93620,548,0f,c0,0,96,c0,0,,
93622,534,34,8,,,,,,
93624,500,4,,,,,,,
93626,513,0,0,0,0,,,,
93627,512,0,0,0,0,,,,
93628,524,0,0,0,0,5,0,5,9
93628,50c,e8,5,1,,,,,
93631,504,0,7c,6,,,,,
93635,500,4,,,,,,,
93642,504,0,12,7,,,,,
93644,534,34,8,,,,,,
93646,500,4,,,,,,,
93652,513,0,0,0,0,,,,
93653,512,0,0,0,0,,,,
93653,504,0,af,7,,,,,
93657,54c,0c,b0,10,0c,90,0,,
93658,540,7,90,0,0c,b0,0,,
93658,500,4,,,,,,,
93660,508,0,0,9e,0,3,,,
93662,509,ac,5,f5,1,5c,3,,
93663,538,0,0,aa,2,aa,2,8,2
93664,504,0,14,8,,,,,
93666,544,0a,90,0,8,0,5,,
93666,534,32,8,,,,,,
93668,500,4,,,,,,,
93669,520,0,9,5,5,3,5,5,4
93672,548,0f,d0,0,9b,c0,0,,
93675,504,0,6d,8,,,,,
93678,513,0,0,0,0,,,,
93682,50c,e5,5,1,,,,,
93683,512,0,0,0,0,,,,
93683,500,4,,,,,,,
93683,524,0,0,0,0,5,0,5,9
93686,504,0,bb,8,,,,,
93689,534,38,8,,,,,,
93690,500,4,,,,,,,
93690,564,17,,,,,,,
93696,550,17,17,17,0,,,,
93697,504,0,4,9,,,,,
93700,52c,0,,,,,,,
93700,510,9,9,0,,,,,
93701,500,4,,,,,,,
93704,514,0,4,0,,,,,
93704,513,0,0,0,0,,,,
93705,512,0,0,0,0,,,,
93706,570,18,,,,,,,
93708,504,0,52,9,,,,,
93709,54c,0c,30,0a,0c,90,0,,
93709,540,7,90,0,0c,b0,0,,
93712,534,3b,8,,,,,,
93712,508,0,0,9e,0,3,,,
93713,509,ac,5,f4,1,5e,3,,
93713,538,0,0,aa,2,aa,2,8,2
93713,500,4,,,,,,,
93717,544,0a,90,0,7,0,5,,
93719,528,0,,,,,,,
93719,504,0,a3,9,,,,,
93720,520,0,9,5,5,3,5,5,4
93723,500,4,,,,,,,
93725,548,0f,d0,0,95,c0,0,,
93726,568,18,,,,,,,
93730,50c,e9,5,1,,,,,
93730,504,0,f4,9,,,,,
93730,513,0,0,0,0,,,,
93731,512,0,0,0,0,,,,
93731,534,34,8,,,,,,
93731,524,0,0,0,0,5,0,5,9
93733,56c,18,,,,,,,
93734,500,4,,,,,,,
93741,504,0,45,0a,,,,,
93745,500,4,,,,,,,
93752,55c,18,,,,,,,
93752,504,0,b2,0a,,,,,
93753,534,39,8,,,,,,
93756,500,4,,,,,,,
93756,513,0,0,0,0,,,,
93757,512,0,0,0,0,,,,
93760,54c,0c,e0,0c,0c,90,0,,
93761,540,7,90,0,0c,b0,0,,
93763,508,0,0,9e,0,3,,,
93763,509,ad,5,f4,1,5e,3,,
93763,538,0,0,aa,2,aa,2,8,2
93764,504,0,44,0b,,,,,
93768,500,4,,,,,,,
93769,544,0a,90,0,7,0,5,,
93772,520,0,9,5,5,3,5,5,4
93773,534,2f,8,,,,,,
93774,504,0,f5,0b,,,,,
93775,554,0,0,0,0,,,,
93777,548,0f,d0,0,9a,c0,0,,
93778,500,4,,,,,,,
93781,50c,eb,5,1,,,,,
93782,524,0,0,0,0,5,0,5,9
93782,513,0,0,0,0,,,,
93783,512,0,0,0,0,,,,
93785,504,0,b4,0c,,,,,
93789,500,4,,,,,,,
93791,560,17,,,,,,,
93791,564,17,,,,,,,
93795,534,2b,8,,,,,,
93796,504,0,4f,0d,,,,,
93799,52c,0,,,,,,,
93800,500,4,,,,,,,
93801,510,d8,0a,0,,,,,
93806,514,0,4,0,,,,,
93807,504,0,c8,0d,,,,,
93808,513,0,0,0,0,,,,
93809,512,0,0,0,0,,,,
93811,500,4,,,,,,,
93813,54c,0c,60,0f,0c,90,0,,
93814,540,8,a0,0,0c,b0,0,,
93814,508,0,0,9e,0,3,,,
93814,509,ae,5,f4,1,5b,3,,
93814,538,0,0,aa,2,aa,2,6,2
93817,534,3a,8,,,,,,
93818,504,0,2f,0e,,,,,
93819,528,0,,,,,,,
93821,544,0a,90,0,7,0,5,,
93822,500,4,,,,,,,
93825,520,0,9,5,5,3,5,5,4
93827,548,0f,d0,0,8e,c0,0,,
93829,504,0,52,0e,,,,,
93832,50c,ee,5,1,,,,,
93833,500,4,,,,,,,
93834,524,0,0,0,0,5,0,5,9
93834,513,0,0,0,0,,,,
93835,512,0,0,0,0,,,,
93838,534,38,8,,,,,,
93840,504,0,52,0e,,,,,
93844,500,4,,,,,,,
93851,504,0,52,0e,,,,,
93855,500,4,,,,,,,
93860,534,41,8,,,,,,
93860,513,0,0,0,0,,,,
93861,512,0,0,0,0,,,,
93862,504,0,52,0e,,,,,
93864,54c,0c,c0,6,0c,90,0,,
93864,508,0,0,9e,0,3,,,
93864,509,ad,5,f4,1,5b,3,,
93866,538,0,0,aa,2,aa,2,6,2
93868,540,7,90,0,0c,b0,0,,
93868,500,4,,,,,,,
93871,544,0a,90,0,8,0,5,,
93873,504,0,52,0e,,,,,
93875,520,0,9,5,5,3,5,5,4
93877,548,0f,d0,0,9b,c0,0,,
93877,500,4,,,,,,,
93882,534,42,8,,,,,,
93883,50c,ea,5,1,,,,,
93885,504,0,52,0e,,,,,
93886,524,0,0,0,0,5,0,5,9
93886,513,0,0,0,0,,,,
93887,512,0,0,0,0,,,,
93888,500,4,,,,,,,
93892,564,17,,,,,,,
93895,504,0,52,0e,,,,,
93897,550,17,17,17,0,,,,
93899,500,4,,,,,,,
93900,52c,0,,,,,,,
93902,510,3a,0c,1,,,,,
93902,534,43,8,,,,,,
93906,504,0,52,0e,,,,,
93907,570,18,,,,,,,
93908,514,0,4,0,,,,,
93910,500,4,,,,,,,
93912,513,0,0,0,0,,,,
93913,512,0,0,0,0,,,,
93915,54c,0c,60,1,0c,90,0,,
93915,508,0,0,9e,0,3,,,
93917,509,ae,5,f4,1,5c,3,,
93917,538,0,0,aa,2,aa,2,5,2
93917,540,7,90,0,0c,b0,0,,
93918,504,0,52,0e,,,,,
93920,528,0,,,,,,,
93921,500,4,,,,,,,
93923,544,0a,90,0,7,10,5,,
93924,534,43,8,,,,,,
93927,520,0,9,5,5,3,5,5,4
93927,568,18,,,,,,,
93929,504,0,52,0e,,,,,
93930,548,0f,d0,0,98,c0,0,,
93932,500,4,,,,,,,
93934,50c,eb,5,1,,,,,
93934,56c,18,,,,,,,
93937,524,0,0,0,0,5,0,5,9
93938,513,0,0,0,0,,,,
93939,512,0,0,0,0,,,,
93939,504,0,52,0e,,,,,
93943,500,4,,,,,,,
93946,534,44,8,,,,,,
93950,504,0,52,0e,,,,,
93953,55c,18,,,,,,,
93954,500,4,,,,,,,
93961,504,0,52,0e,,,,,
93964,513,0,0,0,0,,,,
93965,500,4,,,,,,,
93965,512,0,0,0,0,,,,
93966,508,0,0,9e,0,3,,,
93966,509,ad,5,f4,1,5c,3,,
93969,538,0,0,aa,2,aa,2,5,2
93969,534,42,8,,,,,,
93969,540,7,90,0,0c,b0,0,,
93969,54c,0c,30,1,0c,90,0,,
93972,504,0,52,0e,,,,,
93973,544,0a,90,0,7,0,5,,
93976,500,4,,,,,,,
93976,554,0,0,0,0,,,,
93977,520,0,9,5,5,3,5,5,4
93981,548,0f,d0,0,8f,c0,0,,
93983,504,0,52,0e,,,,,
93985,50c,ed,5,1,,,,,
93987,500,4,,,,,,,
93989,524,0,0,0,0,5,0,5,9
93989,534,43,8,,,,,,
93990,513,0,0,0,0,,,,
93991,512,0,0,0,0,,,,
93992,560,17,,,,,,,
93993,564,17,,,,,,,
93994,504,0,52,0e,,,,,
93998,500,4,,,,,,,
94002,52c,0,,,,,,,
94003,510,4e,0c,1,,,,,
94005,504,0,52,0e,,,,,
94009,500,4,,,,,,,
94010,514,0,4,0,,,,,
94011,534,41,8,,,,,,
94016,504,0,52,0e,,,,,
94016,513,0,0,0,0,,,,
94017,508,0,0,9e,0,3,,,
94019,509,ac,5,f4,1,5c,3,,
94021,512,0,0,0,0,,,,
94021,538,0,0,aa,2,aa,2,5,2
94021,540,7,90,0,0c,b0,0,,
94021,54c,0c,0,1,0c,90,0,,
94021,500,4,,,,,,,
94022,528,0,,,,,,,
94025,544,0a,90,0,8,10,5,,
94027,504,0,52,0e,,,,,
94029,520,0,9,5,5,3,5,5,4
94031,500,4,,,,,,,
94031,534,43,8,,,,,,
94033,548,0f,d0,0,9b,c0,0,,
94036,50c,eb,5,1,,,,,
94038,504,0,52,0e,,,,,
94041,524,0,0,0,0,5,0,5,9
94042,500,4,,,,,,,
94042,513,0,0,0,0,,,,
94043,512,0,0,0,0,,,,
94049,504,0,52,0e,,,,,
94053,500,4,,,,,,,
94053,534,43,8,,,,,,
94060,504,0,52,0e,,,,,
94063,500,4,,,,,,,
94068,508,0,0,9e,0,3,,,
94068,509,ad,5,d8,2,5c,3,,
94068,538,0,0,aa,2,aa,2,5,2
94068,540,7,90,0,0c,b0,0,,
94068,513,0,0,0,0,,,,
94069,512,0,0,0,0,,,,
94071,54c,0c,f0,0,0c,90,0,,
94071,504,0,52,0e,,,,,
94074,500,4,,,,,,,
94075,544,0a,90,0,8,0,5,,
94075,534,4b,8,,,,,,
94079,520,0,9,5,5,3,5,5,4
94082,504,0,52,0e,,,,,
94084,548,0e,d0,0,92,c0,0,,
94085,500,4,,,,,,,
94087,50c,eb,5,1,,,,,
94093,504,0,52,0e,,,,,
94093,524,0,0,0,0,5,0,5,9
94094,564,17,,,,,,,
94094,513,0,0,0,0,,,,
94095,512,0,0,0,0,,,,
94097,534,44,8,,,,,,
94097,500,4,,,,,,,
94098,550,17,17,17,0,,,,
94103,52c,0,,,,,,,
94104,504,0,52,0e,,,,,
94106,510,54,0c,1,,,,,
94108,500,4,,,,,,,
94108,570,18,,,,,,,
94112,514,0,4,0,,,,,
94115,504,0,52,0e,,,,,
94117,534,43,8,,,,,,
94118,500,4,,,,,,,
94119,508,0,0,9e,0,3,,,
94119,509,ac,5,b7,5,5e,3,,
94119,538,0,0,aa,2,aa,2,5,2
94122,540,7,a0,0,0c,b0,0,,
94122,513,0,0,0,0,,,,
94122,512,0,0,0,0,,,,
94122,54c,0c,d0,0,0c,90,0,,
94122,528,0,,,,,,,
94126,504,0,52,0e,,,,,
94127,544,0b,90,0,8,0,5,,
94128,568,18,,,,,,,
94129,500,4,,,,,,,
94131,520,0,9,5,5,3,5,5,4
94135,56c,18,,,,,,,
94136,548,0f,d0,0,9b,c0,0,,
94137,504,0,52,0e,,,,,
94138,50c,e8,5,1,,,,,
94140,534,48,8,,,,,,
94140,500,4,,,,,,,
94145,524,0,0,0,0,5,0,5,9
94146,513,0,0,0,0,,,,
94147,512,0,0,0,0,,,,
94148,504,0,52,0e,,,,,
94152,500,4,,,,,,,
94154,55c,18,,,,,,,
94159,504,0,52,0e,,,,,
94162,534,43,8,,,,,,
94162,500,4,,,,,,,
94170,508,0,0,9e,0,3,,,
94170,509,ad,5,b8,5,5e,3,,
94170,504,0,52,0e,,,,,
94170,538,0,0,aa,2,aa,2,5,2
94171,540,7,90,0,0c,b0,0,,
94174,513,0,0,0,0,,,,
94174,512,0,0,0,0,,,,
94174,54c,0c,e0,0,0c,90,0,,
94174,500,4,,,,,,,
94177,554,0,0,0,0,,,,
94178,544,0a,90,0,8,0,5,,
94181,504,0,52,0e,,,,,
94182,520,0,9,5,5,3,5,5,4
94182,534,43,8,,,,,,
94184,500,4,,,,,,,
94188,548,0f,d0,0,8f,c0,0,,
94189,50c,e6,5,1,,,,,
94192,504,0,52,0e,,,,,
94193,560,17,,,,,,,
94195,500,4,,,,,,,
94195,564,17,,,,,,,
94197,524,0,0,0,0,5,0,5,9
94198,513,0,0,0,0,,,,
94199,512,0,0,0,0,,,,
94203,504,0,52,0e,,,,,
94206,534,42,8,,,,,,
94206,52c,0,,,,,,,
94206,510,53,0c,1,,,,,
94207,500,4,,,,,,,
94214,514,0,4,0,,,,,
94214,504,0,52,0e,,,,,
94217,500,4,,,,,,,
94221,538,0,0,aa,2,aa,2,9,2
94221,509,ab,5,b9,5,61,3,,
94221,508,0,0,9e,0,3,,,
94223,540,7,90,0,0c,b0,0,,
94224,528,0,,,,,,,
94224,54c,0c,0,1,0c,90,0,,
94224,513,0,0,0,0,,,,
94225,512,0,0,0,0,,,,
94225,504,0,52,0e,,,,,
94226,534,43,8,,,,,,
94228,500,4,,,,,,,
94230,544,0a,90,0,7,0,5,,
94234,520,0,9,5,5,3,5,5,4
94236,504,0,52,0e,,,,,
94239,500,4,,,,,,,
94240,50c,ee,5,1,,,,,
94240,548,0f,d0,0,90,c0,0,,
94246,534,43,8,,,,,,
94247,504,0,52,0e,,,,,
94248,524,0,0,0,0,5,0,5,9
94250,500,4,,,,,,,
94250,513,0,0,0,0,,,,
94251,512,0,0,0,0,,,,
94258,504,0,52,0e,,,,,
94262,500,4,,,,,,,
94268,534,42,8,,,,,,
94269,504,0,52,0e,,,,,
94272,508,0,0,9e,0,3,,,
94272,509,ad,5,b8,5,61,3,,
94272,538,0,0,aa,2,aa,2,9,2
94272,500,4,,,,,,,
94275,540,7,a0,0,0c,b0,0,,
94276,54c,0c,20,1,0c,90,0,,
94278,513,0,0,0,0,,,,
94278,512,0,0,0,0,,,,
94280,504,0,52,0e,,,,,
94280,544,0a,90,0,8,10,5,,
94283,500,4,,,,,,,
94289,520,0,9,5,5,3,5,5,4
94290,534,42,8,,,,,,
94291,50c,e7,5,1,,,,,
94291,504,0,52,0e,,,,,
94292,548,0f,d0,0,9b,c0,0,,
94296,500,4,,,,,,,
94297,564,17,,,,,,,
94300,524,0,0,0,0,5,0,5,9
94300,550,17,17,17,0,,,,
94302,504,0,52,0e,,,,,
94302,513,0,0,0,0,,,,
94303,512,0,0,0,0,,,,
94305,500,4,,,,,,,
94307,510,56,0c,1,,,,,
94307,52c,0,,,,,,,
94309,570,18,,,,,,,
94311,534,43,8,,,,,,
94313,504,0,52,0e,,,,,
94316,514,0,4,0,,,,,
94317,500,4,,,,,,,
94323,508,0,0,9e,0,3,,,
94323,509,ac,5,b9,5,60,3,,
94323,538,0,0,aa,2,aa,2,9,2
94324,504,0,52,0e,,,,,
94325,528,0,,,,,,,
94327,540,7,90,0,0c,b0,0,,
94327,500,4,,,,,,,
94327,54c,0c,0,1,0c,90,0,,
94328,513,0,0,0,0,,,,
94329,512,0,0,0,0,,,,
94329,568,18,,,,,,,
94332,544,0a,90,0,8,10,5,,
94333,534,43,8,,,,,,
94335,504,0,52,0e,,,,,
94336,56c,18,,,,,,,
94339,500,4,,,,,,,
94341,520,0,9,5,5,3,5,5,4
94342,50c,eb,5,1,,,,,
94344,548,0f,d0,0,95,c0,0,,
94346,504,0,52,0e,,,,,
94349,500,4,,,,,,,
94352,524,0,0,0,0,5,0,5,9
94354,513,0,0,0,0,,,,
94355,534,42,8,,,,,,
94355,55c,18,,,,,,,
94357,512,0,0,0,0,,,,
94358,504,0,52,0e,,,,,
94360,500,4,,,,,,,
94368,504,0,52,0e,,,,,
94372,500,4,,,,,,,
94374,538,0,0,aa,2,aa,2,9,2
94374,509,ad,5,b9,5,60,3,,
94374,508,0,0,9e,0,3,,,
94375,534,44,8,,,,,,
94378,540,7,a0,0,0c,b0,0,,
94380,554,0,0,0,0,,,,
94380,54c,0c,0,1,0c,90,0,,
94380,504,0,52,0e,,,,,
94380,513,0,0,0,0,,,,
94381,512,0,0,0,0,,,,
94382,544,0a,90,0,8,0,5,,
94382,500,4,,,,,,,
94390,504,0,52,0e,,,,,
94393,520,0,9,5,5,3,5,5,4
94393,50c,ec,5,1,,,,,
94395,500,4,,,,,,,
94396,560,17,,,,,,,
